Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
615,ucum_nmol_per_h_per_mL,nmol/h/mL,nmol/h/mL,nmol/h/mL (nanomole per hour per milliliter),nanomole per hour per milliliter,nmol/h/mL;nanomole per hour per milliliter;nanomole per hours per milliliter;nanomoles per hour per milliliter;nanomole per hours per millilitre;nanomole per hour per millilitres;nanomoles per hours per millilitres;nanomole per hour per millilitre;nanomoles per hour per millilitre;nanomoles per hours per milliliters;nanomole per hour per milliliters,nmol h ml nanomole per hour milliliter hours nanomoles millilitre millilitres milliliters,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
616,ucum_nmol_per_L,nmol/L,nmol/L,nmol/L (nanomole per liter),nanomole per liter,nmol/L;nanomole per liter;nanomole per liters;nanomole per litre;nanomoles per liters;nanomole per litres;nanomoles per litre;nanomoles per litres;nanomoles per liter,nmol l nanomole per liter liters litre nanomoles litres,Substance Concentration,substance_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
617,ucum_nmol_per_L_RBCs,nmol/L{RBCs},nmol/L{RBCs},nmol/L{RBCs} (nanomole per liter of red blood cells),nanomole per liter of red blood cells,nmol/L{RBCs};nanomole per liter of red blood cells;nanomoles per liter of red blood cells;nanomoles per liters of red blood cells;nanomoles per litre of red blood cells;nanomole per liters of red blood cells;nanomole per litre of red blood cells;nanomole per litres of red blood cells;nanomoles per litres of red blood cells,nmol l rbcs nanomole per liter of red blood cells nanomoles liters litre litres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
618,ucum_nmol_per_L_per_mmol_creat,nmol/L/mmol{creat},nmol/L/mmol{creat},nmol/L/mmol{creat} (nanomole per liter per millimole of creatinine),nanomole per liter per millimole of creatinine,nmol/L/mmol{creat};nanomole per liter per millimole of creatinine;nanomole per litre per millimole of creatinine;nanomoles per litre per millimole of creatinine;nanomoles per liters per millimoles of creatinines;nanomole per liter per millimoles of creatinine;nanomoles per litres per millimoles of creatinines;nanomole per litre per millimoles of creatinine;nanomole per litres per millimole of creatinine;nanomole per litre per millimole of creatinines;nanomole per liters per millimole of creatinine;nanomoles per liter per millimole of creatinine;nanomole per liter per millimole of creatinines,nmol l mmol creat nanomole per liter millimole of creatinine litre nanomoles liters millimoles creatinines litres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
619,ucum_nmol_per_m_per_mg_prot,nmol/m/mg{prot},nmol/m/mg{prot},nmol/m/mg{prot} (nanomole per meter per milligram of protein),nanomole per meter per milligram of protein,nmol/m/mg{prot};nanomole per meter per milligram of protein;nanomole per meter per milligram of proteins;nanomole per metres per milligram of protein;nanomole per meters per milligram of protein;nanomoles per meter per milligram of protein;nanomoles per metre per milligram of protein;nanomole per metre per milligram of proteins;nanomoles per meters per milligrams of proteins;nanomole per metre per milligrams of protein;nanomole per meter per milligrams of protein;nanomole per metre per milligram of protein;nanomoles per metres per milligrams of proteins,nmol m mg prot nanomole per meter milligram of protein proteins metres meters nanomoles metre milligrams,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
620,ucum_nmol_per_umol_creat,nmol/umol{creat},nmol/μmol{creat},nmol/μmol{creat} (nanomole per micromole  of creatinine),nanomole per micromole  of creatinine,nmol/umol{creat};nmol/μmol{creat};nanomole per micromole  of creatinine;nanomole per micromole  of creatinines;nanomole per micromoles  of creatinine;nanomoles per micromoles  of creatinines;nanomoles per micromole  of creatinine,nmol umol creat μmol nanomole per micromole of creatinine creatinines micromoles nanomoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
621,ucum_nmol_per_mg,nmol/mg,nmol/mg,nmol/mg (nanomole per milligram),nanomole per milligram,nmol/mg;nanomole per milligram;nanomoles per milligram;nanomole per milligrams;nanomoles per milligrams,nmol mg nanomole per milligram nanomoles milligrams,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
622,ucum_nmol_per_mg_creat,nmol/mg{creat},nmol/mg{creat},nmol/mg{creat} (nanomole per milligram of creatinine),nanomole per milligram of creatinine,nmol/mg{creat};nanomole per milligram of creatinine;nanomoles per milligrams of creatinines;nanomole per milligrams of creatinine;nanomole per milligram of creatinines;nanomoles per milligram of creatinine,nmol mg creat nanomole per milligram of creatinine nanomoles milligrams creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
623,ucum_nmol_per_mg_prot_2,nmol/mg{prot},nmol/mg{prot},nmol/mg{prot} (nanomole per milligram of protein),nanomole per milligram of protein,nmol/mg{prot};nanomole per milligram of protein;nanomoles per milligrams of proteins;nanomoles per milligram of protein;nanomole per milligrams of protein;nanomole per milligram of proteins,nmol mg prot nanomole per milligram of protein nanomoles milligrams proteins,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
624,ucum_nmol_per_mg_prot_per_h,nmol/mg{prot}/h,nmol/mg{prot}/h,nmol/mg{prot}/h (nanomole per milligram of protein per hour),nanomole per milligram of protein per hour,nmol/mg{prot}/h;nanomole per milligram of protein per hour;nanomoles per milligram of protein per hour;nanomoles per milligrams of proteins per hours;nanomole per milligram of proteins per hour;nanomole per milligrams of protein per hour;nanomole per milligram of protein per hours,nmol mg prot h nanomole per milligram of protein hour nanomoles milligrams proteins hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
625,ucum_nmol_per_mg_per_h,nmol/mg/h,nmol/mg/h,nmol/mg/h (nanomole per milligram per hour),nanomole per milligram per hour,nmol/mg/h;nanomole per milligram per hour;nanomoles per milligram per hour;nanomole per milligrams per hour;nanomole per milligram per hours;nanomoles per milligrams per hours,nmol mg h nanomole per milligram hour nanomoles milligrams hours,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
626,ucum_nmol_per_mL,nmol/mL,nmol/mL,nmol/mL (nanomole per milliliter),nanomole per milliliter,nmol/mL;nanomole per milliliter;nanomoles per milliliters;nanomole per millilitres;nanomole per milliliters;nanomole per millilitre;nanomoles per millilitre;nanomoles per millilitres;nanomoles per milliliter,nmol ml nanomole per milliliter nanomoles milliliters millilitres millilitre,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
627,ucum_nmol_per_mL_per_h,nmol/mL/h,nmol/mL/h,nmol/mL/h (nanomole per milliliter per hour),nanomole per milliliter per hour,nmol/mL/h;nanomole per milliliter per hour;nanomole per milliliters per hour;nanomoles per millilitres per hours;nanomoles per milliliters per hours;nanomole per millilitre per hours;nanomole per millilitres per hour;nanomoles per milliliter per hour;nanomoles per millilitre per hour;nanomole per millilitre per hour;nanomole per milliliter per hours,nmol ml h nanomole per milliliter hour milliliters nanomoles millilitres hours millilitre,Substance Concentration,substance_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
628,ucum_nmol_per_mL_per_min,nmol/mL/min,nmol/mL/min,nmol/mL/min (nanomole per milliliter per minute),nanomole per milliliter per minute,nmol/mL/min;nanomole per milliliter per minute;nanomoles per millilitre per minute;nanomole per millilitre per minutes;nanomole per millilitre per minute;nanomoles per milliliter per minute;nanomole per milliliter per minutes;nanomoles per milliliters per minutes;nanomole per milliliters per minute;nanomole per millilitres per minute;nanomoles per millilitres per minutes,nmol ml min nanomole per milliliter minute nanomoles millilitre minutes milliliters millilitres,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
629,ucum_nmol_per_mmol,nmol/mmol,nmol/mmol,nmol/mmol (nanomole per millimole),nanomole per millimole,nmol/mmol;nanomole per millimole;nanomoles per millimoles;nanomoles per millimole;nanomole per millimoles,nmol mmol nanomole per millimole nanomoles millimoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
630,ucum_nmol_per_mmol_creat_2,nmol/mmol{creat},nmol/mmol{creat},nmol/mmol{creat} (nanomole per millimole of creatinine),nanomole per millimole of creatinine,nmol/mmol{creat};nanomole per millimole of creatinine;nanomole per millimoles of creatinine;nanomoles per millimoles of creatinines;nanomole per millimole of creatinines;nanomoles per millimole of creatinine,nmol mmol creat nanomole per millimole of creatinine millimoles nanomoles creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
631,ucum_nmol_per_min,nmol/min,nmol/min,nmol/min (nanomole per minute),nanomole per minute,nmol/min;nanomole per minute;nanomole per minutes;nanomoles per minutes;nanomoles per minute,nmol min nanomole per minute minutes nanomoles,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
632,ucum_nmol_per_min_per_mg_Hb,nmol/min/mg{Hb},nmol/min/mg{Hb},nmol/min/mg{Hb} (nanomole per minute per milligram of hemoglobin),nanomole per minute per milligram of hemoglobin,nmol/min/mg{Hb};nanomole per minute per milligram of hemoglobin;nanomole per minutes per milligram of hemoglobin;nanomoles per minutes per milligrams of hemoglobins;nanomole per minute per milligram of hemoglobins;nanomole per minute per milligrams of hemoglobin;nanomoles per minute per milligram of hemoglobin,nmol min mg hb nanomole per minute milligram of hemoglobin minutes nanomoles milligrams hemoglobins,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
633,ucum_nmol_per_min_per_mg_prot,nmol/min/mg{prot},nmol/min/mg{prot},nmol/min/mg{prot} (nanomole per minute per milligram of protein),nanomole per minute per milligram of protein,nmol/min/mg{prot};nanomole per minute per milligram of protein;nanomoles per minutes per milligrams of proteins;nanomole per minute per milligram of proteins;nanomole per minute per milligrams of protein;nanomoles per minute per milligram of protein;nanomole per minutes per milligram of protein,nmol min mg prot nanomole per minute milligram of protein nanomoles minutes milligrams proteins,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
634,ucum_nmol_per_min_per_mg_protein,nmol/min/mg{protein},nmol/min/mg{protein},nmol/min/mg{protein} (nanomole per minute per milligram protein),nanomole per minute per milligram protein,nmol/min/mg{protein};nanomole per minute per milligram protein;nanomole per minutes per milligram protein;nanomoles per minute per milligram protein;nanomoles per minutes per milligrams proteins;nanomole per minute per milligrams protein;nanomole per minute per milligram proteins,nmol min mg protein nanomole per minute milligram minutes nanomoles milligrams proteins,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
635,ucum_nmol_per_min_per_mL,nmol/min/mL,nmol/min/mL,nmol/min/mL (nanomole per minute per milliliter),nanomole per minute per milliliter,nmol/min/mL;nanomole per minute per milliliter;nanomoles per minute per milliliter;nanomole per minute per millilitre;nanomole per minute per milliliters;nanomole per minute per millilitres;nanomoles per minutes per milliliters;nanomoles per minutes per millilitres;nanomole per minutes per millilitre;nanomoles per minute per millilitre;nanomole per minutes per milliliter,nmol min ml nanomole per minute milliliter nanomoles millilitre milliliters millilitres minutes,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
636,ucum_nmol_per_min_per_10e6_cells,nmol/min/10*6{cells},nmol/min/10⁶{cells},nmol/min/10⁶{cells} (nanomole per minute per million cells),nanomole per minute per million cells,nmol/min/10*6{cells};nmol/min/10⁶{cells};nanomole per minute per million cells;nanomoles per minute per million cells;nanomoles per minutes per million cells;nanomole per minutes per million cells,nmol min 10 6 cells 10⁶ nanomole per minute million nanomoles minutes,Substance Concentration,substance_concentration,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
637,ucum_nmol_per_mol,nmol/mol,nmol/mol,nmol/mol (nanomole per mole),nanomole per mole,nmol/mol;nanomole per mole;nanomoles per moles;nanomoles per mole;nanomole per moles,nmol mol nanomole per mole nanomoles moles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
638,ucum_nmol_per_mol_creat,nmol/mol{creat},nmol/mol{creat},nmol/mol{creat} (nanomole per mole creatinine),nanomole per mole creatinine,nmol/mol{creat};nanomole per mole creatinine;nanomole per moles creatinine;nanomoles per mole creatinine;nanomoles per moles creatinines;nanomole per mole creatinines,nmol mol creat nanomole per mole creatinine moles nanomoles creatinines,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
639,ucum_nmol_per_nmol,nmol/nmol,nmol/nmol,nmol/nmol (nanomole per nanomole),nanomole per nanomole,nmol/nmol;nanomole per nanomole;nanomole per nanomoles;nanomoles per nanomoles;nanomoles per nanomole,nmol nanomole per nanomoles,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
640,ucum_nmol_per_s,nmol/s,nmol/s,nmol/s (nanomole per second),nanomole per second,nmol/s;nanomole per second;nanomoles per seconds;nanomoles per second;nanomole per seconds,nmol s nanomole per second nanomoles seconds,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
641,ucum_nmol_per_s_per_L,nmol/s/L,nmol/s/L,nmol/s/L (nanomole per second per liter),nanomole per second per liter,nmol/s/L;nanomole per second per liter;nanomole per second per liters;nanomoles per second per liter;nanomoles per seconds per litres;nanomole per seconds per liter;nanomoles per seconds per liters;nanomoles per second per litre;nanomole per seconds per litre;nanomole per second per litres;nanomole per second per litre,nmol s l nanomole per second liter liters nanomoles seconds litres litre,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
642,ucum_ns,ns,ns,ns (nanosecond),nanosecond,ns;nanosecond;nanoseconds,ns nanosecond nanoseconds,Time,time,metric,,,,c/s,false,ucum_v1.5_2020_06
643,ucum_N,N,N,N (Newton),Newton,N;Newton;newtons,n newton newtons,Force,force,metric,,,,c/s,false,ucum_v1.5_2020_06
644,ucum_N_x_cm,N.cm,N·cm,N·cm (Newton centimeter),Newton centimeter,N.cm;N·cm;Newton centimeter;newtons centimetre;newtons centimeter;newtons centimetres;Newton centimetres;Newton centimeters;newtons centimeters;Newton centimetre,n cm n·cm newton centimeter newtons centimetre centimetres centimeters,Force,force,metric,,,,c/s,false,ucum_v1.5_2020_06
645,ucum_N_x_s,N.s,N·s,N·s (Newton second),Newton second,N.s;N·s;Newton second;newtons seconds;newtons second;Newton seconds,n s n·s newton second newtons seconds,Time,time,metric,,,,c/s,false,ucum_v1.5_2020_06
646,ucum_num,{#},{#},{#} (number),number,{#};number;numbers,number numbers,Count,count,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
647,ucum_num_per_a,{#}/a,{#}/a,{#}/a (number per annum (year)),number per annum (year),{#}/a;number per annum (year);number per annum (years);numbers per annums (years);numbers per annum (year);number per annums (year),a number per annum year years numbers annums,Number Concentration,number_concentration,non_metric,non-prefixable atom(s): a,,,c/s,false,ucum_v1.5_2020_06
648,ucum_num_per_d,{#}/d,{#}/d,{#}/d (number per day),number per day,{#}/d;number per day;numbers per days;numbers per day;number per days,d number per day numbers days,Number Concentration,number_concentration,non_metric,non-prefixable atom(s): d,,,c/s,false,ucum_v1.5_2020_06
649,ucum_num_per_g,{#}/g,{#}/g,{#}/g (number per gram),number per gram,{#}/g;number per gram;numbers per grams;number per grams;numbers per gram,g number per gram numbers grams,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
650,ucum_num_per_HPF,{#}/[HPF],{#}/HPF,{#}/HPF (number per high power field),number per high power field,{#}/[HPF];{#}/HPF;number per high power field;number per highs power field;number per high power fields;numbers per highs power fields;numbers per high power field,hpf number per high power field highs fields numbers,Number Concentration,number_concentration,non_metric,customary atom(s): [HPF],,,c/s,false,ucum_v1.5_2020_06
651,ucum_num_per_L,{#}/L,{#}/L,{#}/L (number per liter),number per liter,{#}/L;number per liter;number per litres;number per litre;numbers per litres;numbers per liter;numbers per litre;numbers per liters;number per liters,l number per liter litres litre numbers liters,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
652,ucum_num_per_LPF,{#}/[LPF],{#}/LPF,{#}/LPF (number per low power field),number per low power field,{#}/[LPF];{#}/LPF;number per low power field;number per lows power field;numbers per lows power fields;number per low power fields;numbers per low power field,lpf number per low power field lows numbers fields,Number Concentration,number_concentration,non_metric,customary atom(s): [LPF],,,c/s,false,ucum_v1.5_2020_06
653,ucum_num_per_uL,{#}/uL,{#}/μL,{#}/μL (number per microliter),number per microliter,{#}/uL;{#}/μL;number per microliter;numbers per microliter;number per microliters;number per microlitre;numbers per microlitres;numbers per microlitre;number per microlitres;numbers per microliters,ul μl number per microliter numbers microliters microlitre microlitres,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
654,ucum_num_per_mL,{#}/mL,{#}/mL,{#}/mL (number per milliliter),number per milliliter,{#}/mL;number per milliliter;number per millilitre;number per milliliters;number per millilitres;numbers per millilitres;numbers per milliliters;numbers per millilitre;numbers per milliliter,ml number per milliliter millilitre milliliters millilitres numbers,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
655,ucum_num_per_min,{#}/min,{#}/min,{#}/min (number per minute),number per minute,{#}/min;number per minute;number per minutes;numbers per minutes;numbers per minute,min number per minute minutes numbers,Number Concentration,number_concentration,non_metric,non-prefixable atom(s): min,,,c/s,false,ucum_v1.5_2020_06
656,ucum_num_per_wk,{#}/wk,{#}/wk,{#}/wk (number per week),number per week,{#}/wk;number per week;numbers per week;number per weeks;numbers per weeks,wk number per week numbers weeks,Number Concentration,number_concentration,non_metric,non-prefixable atom(s): wk,,,c/s,false,ucum_v1.5_2020_06
657,ucum_Ohm,Ohm,Ω,Ω,Ohm,Ohm;Ω;ohms,ohm ohms,Electrical / Magnetic,electrical_magnetic,metric,,,,c/s,false,ucum_v1.5_2020_06
658,ucum_Ohm_x_m,Ohm.m,Ω·m,Ω·m (Ohm meter),Ohm meter,Ohm.m;Ω·m;Ohm meter;ohms metre;ohms metres;ohms meters;Ohm meters;Ohm metre;Ohm metres;ohms meter,ohm m ·m meter ohms metre metres meters,Electrical / Magnetic,electrical_magnetic,metric,,,,c/s,false,ucum_v1.5_2020_06
659,ucum_10e5,10*5,10⁵,10⁵ (one hundred thousand),one hundred thousand,10*5;10⁵;one hundred thousand,10 5 10⁵ one hundred thousand,Dimensionless / Ratio,dimensionless_ratio,dimensionless,pure count multiplier,,,c/s,false,ucum_v1.5_2020_06
660,ucum_OD_unit,{OD_unit},{OD_unit},{OD_unit} (optical density unit),optical density unit,{OD_unit};optical density unit;optical density units;optical densities unit;opticals density unit;opticals densities units,od unit optical density units densities opticals,Dimensionless / Ratio,dimensionless_ratio,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
661,ucum_osm,osm,osm,osm (osmole),osmole,osm;osmole;osmoles,osm osmole osmoles,Amount of Substance,amount_of_substance,metric,,,,c/s,false,ucum_v1.5_2020_06
662,ucum_osm_per_kg,osm/kg,osm/kg,osm/kg (osmole per kilogram),osmole per kilogram,osm/kg;osmole per kilogram;osmoles per kilograms;osmoles per kilogram;osmole per kilograms,osm kg osmole per kilogram osmoles kilograms,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
663,ucum_osm_per_L,osm/L,osm/L,osm/L (osmole per liter),osmole per liter,osm/L;osmole per liter;osmole per litres;osmoles per litre;osmole per litre;osmole per liters;osmoles per liters;osmoles per litres;osmoles per liter,osm l osmole per liter litres osmoles litre liters,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
664,ucum_oz_av,[oz_av],oz,oz (ounce (US and British)),ounce (US and British),[oz_av];oz;ounce (US and British);ounces (US and British),oz av ounce us and british ounces,Mass,mass,non_metric,customary atom(s): [oz_av],us_imperial,[oz_av],c/s,false,ucum_v1.5_2020_06
665,ucum_Pan_BioU,{Pan_Bio'U},{Pan_Bio'U},{Pan_Bio'U} (panbio unit),panbio unit,{Pan_Bio'U};panbio unit;panbios units;panbio units;panbios unit,pan bio u panbio unit panbios units,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
666,ucum_ppb,[ppb],[ppb],[ppb] (part per billion),part per billion,[ppb];part per billion;parts per billion,ppb part per billion parts,Dimensionless / Ratio,dimensionless_ratio,non_metric,customary atom(s): [ppb],,,c/s,true,ucum_v1.5_2020_06
667,ucum_ppm,[ppm],[ppm],[ppm] (part per million),part per million,[ppm];part per million;parts per million,ppm part per million parts,Dimensionless / Ratio,dimensionless_ratio,non_metric,customary atom(s): [ppm],,,c/s,true,ucum_v1.5_2020_06
668,ucum_ppm_v_per_v,[ppm]{v/v},[ppm]{v/v},[ppm]{v/v} (part per million in volume per volume),part per million in volume per volume,[ppm]{v/v};part per million in volume per volume;part per million in volumes per volume;parts per million in volume per volume;parts per million in volumes per volumes;part per million in volume per volumes,ppm v part per million in volume volumes parts,Dimensionless / Ratio,dimensionless_ratio,non_metric,customary atom(s): [ppm],,,c/s,false,ucum_v1.5_2020_06
669,ucum_ppth,[ppth],[ppth],[ppth] (part per thousand),part per thousand,[ppth];part per thousand;parts per thousand,ppth part per thousand parts,Dimensionless / Ratio,dimensionless_ratio,non_metric,customary atom(s): [ppth],,,c/s,false,ucum_v1.5_2020_06
670,ucum_pptr,[pptr],[pptr],[pptr] (part per trillion),part per trillion,[pptr];part per trillion;parts per trillion,pptr part per trillion parts,Dimensionless / Ratio,dimensionless_ratio,non_metric,customary atom(s): [pptr],,,c/s,false,ucum_v1.5_2020_06
671,ucum_Pa,Pa,Pa,Pa (Pascal),Pascal,Pa;Pascal;pascals,pa pascal pascals,Pressure,pressure,metric,,,,c/s,true,ucum_v1.5_2020_06
672,ucum_per_10e10,/10*10,/10¹⁰,/10¹⁰ (per 10 billion),per 10 billion  ,/10*10;/10¹⁰;per 10 billion,10 10¹⁰ per billion,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
673,ucum_per_10e4_RBCs,/10*4{RBCs},/10⁴{RBCs},/10⁴{RBCs} (per 10 thousand red blood cells),per 10 thousand red blood cells,/10*4{RBCs};/10⁴{RBCs};per 10 thousand red blood cells,10 4 rbcs 10⁴ per thousand red blood cells,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
674,ucum_per_100,/100,/100,/100 (per 100),per 100,/100;per 100,100 per,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
675,ucum_per_100_cells,/100{cells},/100{cells},/100{cells} (per 100 cells),per 100 cells,/100{cells};per 100 cells,100 cells per,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
676,ucum_per_100_neutrophils,/100{neutrophils},/100{neutrophils},/100{neutrophils} (per 100 neutrophils),per 100 neutrophils,/100{neutrophils};per 100 neutrophils,100 neutrophils per,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
677,ucum_per_100_spermatozoa,/100{spermatozoa},/100{spermatozoa},/100{spermatozoa} (per 100 spermatozoa),per 100 spermatozoa,/100{spermatozoa};per 100 spermatozoa;per 100 spermatozoas,100 spermatozoa per spermatozoas,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
678,ucum_per_100_WBCs,/100{WBCs},/100{WBCs},/100{WBCs} (per 100 white blood cells),per 100 white blood cells,/100{WBCs};per 100 white blood cells,100 wbcs per white blood cells,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
679,ucum_per_arbU,/[arb'U],/arb'U,/arb'U (per arbitrary unit),per arbitrary unit,/[arb'U];/arb'U;per arbitrary unit;per arbitraries units;per arbitraries unit;per arbitrary units,arb u per arbitrary unit arbitraries units,Arbitrary Concentration,arbitrary_concentration,non_metric,customary atom(s): [arb'U],,,c/s,false,ucum_v1.5_2020_06
680,ucum_per_10e9,/10*9,/10⁹,/10⁹ (per billion),per billion,/10*9;/10⁹;per billion,10 9 10⁹ per billion,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
681,ucum_per_cm_H2O,/cm[H2O],/cmH₂O,/cmH₂O (per centimeter of water),per centimeter of water,/cm[H2O];/cmH₂O;per centimeter of water;per centimeters of water;per centimetres of water;per centimetre of water,cm h2o cmh₂o per centimeter of water centimeters centimetres centimetre,Per Pressure,per_pressure,mixed,customary: [H2O],,,c/s,false,ucum_v1.5_2020_06
682,ucum_per_m3,/m3,/m³,/m³ (per cubic meter),per cubic meter,/m3;/m³;per cubic meter;per cubic metres;per cubic meters;per cubic metre,m3 m³ per cubic meter metres meters metre,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
683,ucum_per_d,/d,/d,/d (per day),per day,/d;per day;per days,d per day days,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): d,,,c/s,false,ucum_v1.5_2020_06
684,ucum_per_dL,/dL,/dL,/dL (per deciliter),per deciliter,/dL;per deciliter;per decilitres;per decilitre;per deciliters,dl per deciliter decilitres decilitre deciliters,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
685,ucum_per_entity,/{entity},/{entity},/{entity} (per entity),per entity,/{entity};per entity;per entities,entity per entities,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
686,ucum_per_U,/U,/U,/U (per enzyme unit),per enzyme unit,/U;per enzyme unit;per enzyme units;per enzymes units;per enzymes unit,u per enzyme unit units enzymes,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
687,ucum_per_g,/g,/g,/g (per gram),per gram,/g;per gram;per grams,g per gram grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
688,ucum_per_g_creat,/g{creat},/g{creat},/g{creat} (per gram of creatinine),per gram of creatinine,/g{creat};per gram of creatinine;per gram of creatinines;per grams of creatinine;per grams of creatinines,g creat per gram of creatinine creatinines grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
689,ucum_per_g_Hb,/g{Hb},/g{Hb},/g{Hb} (per gram of hemoglobin),per gram of hemoglobin,/g{Hb};per gram of hemoglobin;per grams of hemoglobin;per grams of hemoglobins;per gram of hemoglobins,g hb per gram of hemoglobin grams hemoglobins,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
690,ucum_per_g_tot_nit,/g{tot_nit},/g{tot_nit},/g{tot_nit} (per gram of total nitrogen),per gram of total nitrogen,/g{tot_nit};per gram of total nitrogen;per grams of totals nitrogens;per gram of totals nitrogen;per gram of total nitrogens;per grams of total nitrogen,g tot nit per gram of total nitrogen grams totals nitrogens,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
691,ucum_per_g_tot_prot,/g{tot_prot},/g{tot_prot},/g{tot_prot} (per gram of total protein),per gram of total protein,/g{tot_prot};per gram of total protein;per gram of totals protein;per gram of total proteins;per grams of totals proteins;per grams of total protein,g tot prot per gram of total protein totals proteins grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
692,ucum_per_g_wet_tis,/g{wet_tis},/g{wet_tis},/g{wet_tis} (per gram of wet tissue),per gram of wet tissue,/g{wet_tis};per gram of wet tissue;per gram of wet tissues;per grams of wets tissues;per grams of wet tissue;per gram of wets tissue,g wet tis per gram of tissue tissues grams wets,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
693,ucum_per_HPF,/[HPF],/HPF,/HPF (per high power field),per high power field,/[HPF];/HPF;per high power field;per high power fields;per highs power fields;per highs power field,hpf per high power field fields highs,Number Concentration,number_concentration,non_metric,customary atom(s): [HPF],,,c/s,false,ucum_v1.5_2020_06
